star_name,planet_letters,Fe,Li,C,O,Na,Mg,Al,Si,Ca,Sc,Ti,V,Cr,Mn,Co,Ni,Y,f_ra,f_dec,f_x,f_y,f_z,f_dist,f_disk,f_spec,f_vmag,f_bv,f_u,f_v,f_w,f_teff,f_logg,f_mass,f_radius,hostname,pl_letter,sy_pnum,discoverymethod,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_orbeccen,pl_orbeccenerr1,pl_orbeccenerr2,pl_orbincl,pl_orbinclerr1,pl_orbinclerr2,pl_masse,pl_masseerr1,pl_masseerr2,pl_bmassj,pl_bmassjerr1,pl_bmassjerr2,pl_rade,pl_radeerr1,pl_radeerr2,pl_radj,pl_radjerr1,pl_radjerr2,sy_dist,st_mass,st_masserr1,st_masserr2,st_rad,st_raderr1,st_raderr2,hd_name,hip_name,Exo
Gaia DR3 1083546379639153664,,-0.09,nan,-0.49,nan,nan,-0.11,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,122.02980849900837,59.253185774681114,nan,nan,nan,170.102,N/A,nan,nan,nan,nan,nan,nan,4715.989,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0
Gaia DR3 1092014470303207552,,-0.85,nan,-0.66,nan,nan,-0.83,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,123.90805936768064,65.52113101763092,nan,nan,nan,132.914956006045,N/A,nan,nan,nan,nan,nan,nan,4525.0,4.65865,0.712,0.654557,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0
Gaia DR3 1094235934764378112,,-0.02,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-0.18,nan,nan,nan,nan,nan,128.95433565137762,68.06920227321162,nan,nan,nan,13.0068081011264,N/A,nan,nan,nan,nan,nan,nan,3620.6501,4.84927,0.363803,0.375691,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0
Gaia DR3 1111149103659931264,,-1.33,nan,nan,-0.57,nan,nan,nan,nan,nan,nan,-0.91,nan,nan,nan,nan,nan,nan,115.8516274611947,72.8135694386865,nan,nan,nan,58.911404471142,N/A,nan,nan,nan,nan,nan,nan,4140.315,4.92,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0
Gaia DR3 1125113279289236096,,-0.33,nan,-0.4,nan,nan,0.18,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,128.64137502815976,75.31371268636171,nan,nan,nan,481.2488,N/A,nan,nan,nan,nan,nan,nan,5486.2754,nan,nan,3.85119,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0
Gaia DR3 1128313510960637184,,-0.42,nan,nan,nan,-0.42,-0.32,-0.45,-0.37,-0.35,-0.23,-0.17,-0.28,-0.36,-0.6,-0.25,-0.35,-0.42,166.3105220603184,76.45192315256836,nan,nan,nan,82.6291394829703,N/A,nan,nan,nan,nan,nan,nan,6307.6665,4.33,1.25,1.64286,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0
Gaia DR3 1133673183469372544,,-0.5,nan,nan,nan,nan,nan,nan,nan,nan,nan,-0.54,nan,nan,nan,nan,nan,nan,174.57265376305557,81.80883650824904,nan,nan,nan,27.0218293652529,N/A,nan,nan,nan,nan,nan,nan,3679.9077,4.74752,0.486536,0.48846,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0
Gaia DR3 11354660875621376,,-1.31,nan,-1.19,nan,nan,-0.96,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,52.86757539349704,7.829713458553631,nan,nan,nan,103.1328,N/A,nan,nan,nan,nan,nan,nan,4216.377,4.50135,0.693,0.773968,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0
Gaia DR3 1144494542550685824,,-0.93,nan,-0.72,nan,nan,-0.95,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,142.70676623192747,80.26933703471339,nan,nan,nan,108.415764644306,N/A,nan,nan,nan,nan,nan,nan,4560.21,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0
Gaia DR3 1153464839445699200,,-0.76,nan,nan,nan,-0.76,-0.44,nan,-0.59,-0.65,nan,-0.42,-0.58,-0.89,-0.94,-0.66,-0.77,nan,225.20862120689867,2.1270713293358745,nan,nan,nan,83.4328839716291,N/A,nan,nan,nan,nan,nan,nan,5361.6665,4.9,0.95,0.67819,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0
Gaia DR3 1157672906667474432,,-0.9,nan,-0.73,nan,nan,-0.75,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,222.84266295344065,3.6610677856956606,nan,nan,nan,152.394641697998,N/A,nan,nan,nan,nan,nan,nan,4782.785,4.44364,0.696,0.828933,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0
Gaia DR3 1159849256791308160,,-0.4,nan,-0.51,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,225.63807742871614,5.818255314471292,nan,nan,nan,400.1264,N/A,nan,nan,nan,nan,nan,nan,5459.005,nan,nan,3.13809,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0
Gaia DR3 116037371954842240,,0.18,nan,nan,0.08,nan,nan,nan,nan,nan,nan,0.15,nan,nan,nan,nan,nan,nan,43.91167558118115,26.872098910181148,nan,nan,nan,22.5166203713946,N/A,nan,nan,nan,nan,nan,nan,4068.905,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0
Gaia DR3 1174728359238761216,,-1.89,nan,nan,nan,-2.12,-1.34,nan,-1.55,-1.55,nan,-1.53,-2.02,-2.03,-2.32,-1.6,-1.78,nan,220.05793712851838,9.976464730143846,nan,nan,nan,488.8717,N/A,nan,nan,nan,nan,nan,nan,6134.179,3.91535,1.05,1.87049,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0
Gaia DR3 1177532908459199488,,-0.1,nan,-0.05,-0.15,-0.13,-0.01,-0.02,-0.13,-0.05,nan,-0.04,-0.32,-0.05,-0.25,-0.09,0.05,nan,216.02401735699868,11.246964358579076,nan,nan,nan,38.001265700373,N/A,nan,nan,nan,nan,nan,nan,5913.55,4.40071,1.08,1.0849,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0
Gaia DR3 1177532908459199872,,-0.1,nan,-0.14,-0.16,-0.14,-0.04,-0.04,-0.14,-0.05,nan,-0.04,-0.28,-0.07,-0.25,-0.11,0.02,nan,216.02288232883623,11.249303260370926,nan,nan,nan,37.63474688786,N/A,nan,nan,nan,nan,nan,nan,5852.5,4.49948,1.08,0.968294,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0
Gaia DR3 1181472011945052928,,0.04,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.14,nan,nan,nan,nan,nan,223.11889474162302,12.392443852569166,nan,nan,nan,20.6724651626383,N/A,nan,nan,nan,nan,nan,nan,3615.0,4.72224,0.514952,0.517364,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0
Gaia DR3 1181911644797448832,,-1.41,nan,-1.4,nan,nan,-1.48,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,225.70960433247927,13.757044909302861,nan,nan,nan,106.0263,N/A,nan,nan,nan,nan,nan,nan,4498.2466,4.48862,0.64,0.754769,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0
Gaia DR3 1185448189587672960,,-0.3,nan,0.02,nan,nan,0.17,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,223.79145425893978,14.875115690881268,nan,nan,nan,109.3611,N/A,nan,nan,nan,nan,nan,nan,5696.4434,nan,nan,0.697797,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0
Gaia DR3 1190767485108882560,,-1.05,nan,nan,nan,-1.18,-0.73,nan,-0.84,-0.91,nan,-0.71,nan,-1.16,-1.44,nan,-1.12,nan,236.05864683822074,12.947705277404827,nan,nan,nan,180.122799211069,N/A,nan,nan,nan,nan,nan,nan,5771.6665,4.91,1.026,0.721582,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0
Gaia DR3 1192674764126289792,,-1.3,nan,nan,nan,-1.84,-1.24,nan,-1.2,-1.08,nan,-0.95,-1.31,-1.44,-1.72,-1.14,-1.52,nan,237.34514786837735,14.640949481989015,nan,nan,nan,373.306274227438,N/A,nan,nan,nan,nan,nan,nan,6270.0,4.63069,1.347,0.929759,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0
Gaia DR3 1193142915559720576,,-0.2,nan,nan,0.05,nan,-0.94,0.06,nan,-0.45,nan,-0.4,nan,nan,nan,nan,nan,nan,239.66423610992396,15.872055594881553,nan,nan,nan,70.231668554645,N/A,nan,nan,nan,nan,nan,nan,4564.31,2.84,0.75,0.933041,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0
Gaia DR3 1193335742411213440,,0.14,nan,nan,0.22,nan,0.09,0.14,nan,0.17,nan,0.36,nan,nan,nan,nan,nan,nan,238.85720930420476,16.00738653822243,nan,nan,nan,495.476493236466,N/A,nan,nan,nan,nan,nan,nan,4855.795,4.1,nan,5.49691,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0
Gaia DR3 120001145732321536,,-1.0,nan,-1.14,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,54.24074129499727,29.28813281735588,nan,nan,nan,170.2603,N/A,nan,nan,nan,nan,nan,nan,5705.513,4.54491,0.952,0.86277,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0
Gaia DR3 1200065646925933056,,-0.86,nan,-0.86,nan,nan,-0.44,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,241.0165607987816,18.69721304537474,nan,nan,nan,125.9758,N/A,nan,nan,nan,nan,nan,nan,4735.5557,4.59776,0.731,0.711398,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0
Gaia DR3 1200145322861774080,,-1.52,nan,-0.75,nan,nan,-1.61,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,241.40619232798073,18.71814286575107,nan,nan,nan,107.3618,N/A,nan,nan,nan,nan,nan,nan,4807.7197,4.56271,0.718,0.734075,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0
Gaia DR3 1203234576873824384,,-0.4,nan,-0.23,nan,nan,0.16,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,241.47249254744477,19.738051851744384,nan,nan,nan,99.5916,N/A,nan,nan,nan,nan,nan,nan,4413.9595,nan,nan,0.6823,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0
Gaia DR3 1222449092327405056,,-0.37,nan,-0.39,nan,nan,-0.17,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,232.864839854464,25.480671776965305,nan,nan,nan,168.79077591393,N/A,nan,nan,nan,nan,nan,nan,4963.3335,4.53751,0.862,0.828005,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0
Gaia DR3 1227712107314688,,-1.31,nan,nan,-0.85,nan,nan,nan,nan,nan,nan,-0.95,nan,nan,nan,nan,nan,nan,43.189640818383786,1.930715011409797,nan,nan,nan,45.2259774867616,N/A,nan,nan,nan,nan,nan,nan,4055.9924,5.00657,0.205331,0.235493,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0
Gaia DR3 1237090738916392704,,-0.07,nan,nan,nan,-0.19,-0.02,-0.11,-0.11,-0.05,-0.03,-0.07,-0.21,-0.12,-0.25,-0.11,-0.17,-0.32,222.8474519436168,19.100449944195088,nan,nan,nan,6.73184470053679,N/A,nan,nan,nan,nan,nan,nan,6159.5,4.515000000000001,0.96,0.820305,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0
Gaia DR3 1237090738916392832,,-0.06,nan,nan,nan,0.02,0.18,0.14,0.13,0.33,0.63,0.42,0.51,0.23,0.16,0.42,0.14,0.14,222.84601534107145,19.101913258822595,nan,nan,nan,6.74572362333668,N/A,nan,nan,nan,nan,nan,nan,4342.533,4.75,0.67,0.651714,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0
Gaia DR3 1243948839616012160,,-1.22,nan,-1.23,nan,nan,-0.96,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,208.7786815554429,17.123766672507124,nan,nan,nan,93.210622828651,N/A,nan,nan,nan,nan,nan,nan,4472.245,4.35701,0.68,0.905277,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0
Gaia DR3 1255095276181144320,,-1.16,nan,nan,nan,-1.62,-0.99,nan,-1.11,-1.04,nan,-0.95,-1.1,-1.27,-1.54,nan,-1.4,nan,218.71296213007764,25.16756427338196,nan,nan,nan,194.060108626161,N/A,nan,nan,nan,nan,nan,nan,5391.575,4.76351,0.92,0.659438,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0
Gaia DR3 1256475262057930112,,-0.23,nan,-0.7,nan,nan,-0.28,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,216.4756465838485,26.804907278805548,nan,nan,nan,152.7157,N/A,nan,nan,nan,nan,nan,nan,4473.07,4.25532,0.699,1.03184,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0
Gaia DR3 1264654395913772416,,-0.37,nan,nan,nan,nan,nan,nan,nan,nan,nan,-0.3,nan,nan,nan,nan,nan,nan,226.84826580981814,24.935518213410223,nan,nan,nan,19.0304044054708,N/A,nan,nan,nan,nan,nan,nan,4087.17,4.65334,0.586024,0.597475,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0
Gaia DR3 1272505179518285696,,-0.43,nan,-1.05,nan,nan,-0.39,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,233.8556506425522,28.716902497839868,nan,nan,nan,114.6751,N/A,nan,nan,nan,nan,nan,nan,4248.5977,4.51608,0.695,0.762059,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0
Gaia DR3 1292060685309150336,,-1.13,nan,-0.76,nan,nan,-0.91,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,227.34825420698797,36.38831326215614,nan,nan,nan,162.8541,N/A,nan,nan,nan,nan,nan,nan,5548.675,4.53748,0.817,0.806126,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0
Gaia DR3 1296184266229998976,,-0.92,nan,-0.65,nan,nan,-0.84,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,224.3678091958434,39.17890368582902,nan,nan,nan,147.39484020858148,N/A,nan,nan,nan,nan,nan,nan,4444.0,4.49806,0.696,0.778587,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0
Gaia DR3 1305305810398790144,,-0.38,nan,0.16,0.32,-0.17,-0.25,-0.33,-0.23,-0.27,0.36,-0.4,-0.55,-0.45,-0.47,-0.44,-0.42,0.78,245.4666280296296,27.37423543378601,nan,nan,nan,231.183298657856,N/A,nan,nan,nan,nan,nan,nan,6107.3335,3.9450000000000003,1.254,2.57436,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0
Gaia DR3 1306294683667797248,,-0.43,nan,-0.1,nan,nan,0.01,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,253.73933497453697,26.06577567283153,nan,nan,nan,107.947295116041,N/A,nan,nan,nan,nan,nan,nan,4967.6665,4.54268,0.814,0.799846,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0
Gaia DR3 1309584048797856896,,-2.61,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-2.39,nan,nan,255.1261132558811,29.697202037454073,nan,nan,nan,74.8538167748723,N/A,nan,nan,nan,nan,nan,nan,4672.92,4.62034,0.7,0.678289,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0
Gaia DR3 1315465748812551424,,-0.25,nan,nan,nan,nan,nan,nan,nan,nan,nan,-0.21,nan,nan,nan,nan,nan,nan,241.154033240422,26.3453372992833,nan,nan,nan,27.4811957477597,N/A,nan,nan,nan,nan,nan,nan,4334.8667,4.67832,0.561302,0.568163,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0
Gaia DR3 1319232263331506304,,-0.46,nan,-0.69,nan,nan,0.1,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,245.14235244903037,31.548384613835424,nan,nan,nan,87.2235737460626,N/A,nan,nan,nan,nan,nan,nan,4565.3,4.55891,0.71,0.733172,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0
Gaia DR3 1326228112221557120,,-0.77,nan,-0.4,nan,nan,-0.32,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,247.53359323805262,34.98779101533611,nan,nan,nan,95.7739,N/A,nan,nan,nan,nan,nan,nan,5207.388,4.63919,0.84,0.727075,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0
Gaia DR3 1328866562170960384,,-0.02,nan,-0.02,-0.06,-0.1,0.0,-0.1,-0.03,0.03,0.14,-0.03,-0.03,0.01,-0.17,0.03,-0.07,0.24,243.66828086079772,33.857526718584445,nan,nan,nan,22.636469535349,N/A,nan,nan,nan,nan,nan,nan,5884.75,4.478571428571429,1.07,0.970942,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0
Gaia DR3 1329412882010974976,,-0.72,nan,-0.54,nan,nan,-0.69,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,245.30593702572426,35.2162213507095,nan,nan,nan,116.8583,N/A,nan,nan,nan,nan,nan,nan,4727.885,4.60946,0.76,0.715663,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0
Gaia DR3 1337770819649876480,,-2.38,nan,nan,-1.72,nan,-2.04,nan,nan,nan,nan,-2.14,nan,nan,nan,nan,nan,nan,256.7761652601624,34.359596919314015,nan,nan,nan,262.91469659069,N/A,nan,nan,nan,nan,nan,nan,6356.0,4.7586,1.28,0.782235,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0
Gaia DR3 134234323753650176,,-0.68,nan,-0.5,nan,-0.67,-0.29,nan,-0.45,-0.39,nan,nan,nan,-0.71,-1.03,nan,-0.7,nan,38.55505528160183,33.00141420911849,nan,nan,nan,130.551005586937,N/A,nan,nan,nan,nan,nan,nan,5680.75,4.385,1.034,0.972561,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0
Gaia DR3 1343578233909298816,,-1.07,nan,0.14,nan,nan,-0.82,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,261.8607864498113,38.7861082553312,nan,nan,nan,384.4206,N/A,nan,nan,nan,nan,nan,nan,6402.7275,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0
Gaia DR3 1349919942100408448,,0.05,nan,nan,nan,-0.05,0.04,-0.11,-0.01,0.07,0.2,-0.06,0.13,-0.01,-0.1,0.08,0.07,0.08,269.271207884075,45.85595368037872,nan,nan,nan,73.7026732172166,N/A,nan,nan,nan,nan,nan,nan,6268.0,3.97,1.28,2.34983,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0
Gaia DR3 1360110456384947456,,-0.32,-0.83,nan,nan,-0.36,-0.25,-0.36,-0.36,-0.31,-0.21,-0.29,-0.34,-0.36,-0.48,-0.26,-0.26,-0.43,258.68356124346246,42.20357620202376,nan,nan,nan,43.2781443221011,N/A,nan,nan,nan,nan,nan,nan,6099.75,4.5,1.11,1.08822,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0
