f_preferred_name,Fe,Li,C,O,Na,Mg,Al,Si,Ca,Sc,Ti,V,Cr,Mn,Co,Ni,Y,f_ra,f_dec,f_x,f_y,f_z,f_dist,f_disk,f_spec,f_vmag,f_bv,f_u,f_v,f_w,f_teff,f_logg,f_mass,f_radius,f_name,f_p,f_m_p,f_e,f_a,
HIP 93137 ,-0.30 ,,,,-0.54 ,-0.30 ,-0.49 ,-0.31 ,-0.22 ,-0.01 ,-0.26 ,-0.20 ,-0.23 ,-0.49 ,-0.16 ,-0.31 ,-0.21 ,284.5964185 ,47.8367836 ,11.261 ,-43.241 ,49.343 ,66.57 ,thin ,F5 ,7.69 ,0.511 ,15.10 ,-3.70 ,-7.10 ,6151.5 ,,,,,,,,,
HIP 60370 ,0.18 ,-1.01 ,0.16 ,0.05 ,0.09 ,0.17 ,0.02 ,0.14 ,0.16 ,0.31 ,0.15 ,0.14 ,0.07 ,0.07 ,0.32 ,0.16 ,,185.6866976 ,-39.1776814 ,-20.070 ,-1.999 ,-16.436 ,26.02 ,thin ,G1.5V ,6.71 ,0.639 ,20.50 ,10.50 ,-16.60 ,5851.8 ,4.37 ,1.06 ,1.06 ,,,,,,
2MASS 19275040+4454000 ,-0.14 ,,0.27 ,0.20 ,-0.33 ,-0.08 ,-0.24 ,-0.12 ,-0.14 ,,-0.15 ,-0.09 ,-0.11 ,-0.33 ,,-0.12 ,-0.17 ,291.9599964 ,44.9000314 ,216.298 ,-536.435 ,576.386 ,816.56 ,N/A ,,,,,,,5104.0 ,4.67 ,0.86 ,0.71 ,b c ,3.24416463 14.5123099 ,None None ,None None ,None 0.1092 ,
HIP 27621 ,-0.10 ,-2.94 ,-0.31 ,-0.15 ,0.08 ,0.01 ,0.01 ,0.03 ,0.01 ,-0.07 ,-0.06 ,-0.07 ,-0.06 ,-0.06 ,-0.05 ,-0.12 ,-0.09 ,87.7217603 ,-52.1088736 ,1.948 ,48.961 ,-62.963 ,79.78 ,thin ,G8III ,5.17 ,0.960 ,28.00 ,-5.10 ,-2.60 ,4932.0 ,2.70 ,,10.41 ,,,,,,
HIP 27628 ,0.22 ,-2.49 ,0.06 ,0.26 ,0.31 ,0.40 ,0.34 ,0.34 ,0.26 ,0.20 ,0.22 ,0.42 ,0.28 ,0.30 ,0.29 ,0.28 ,0.15 ,87.7399675 ,-35.7683081 ,0.887 ,22.482 ,-16.208 ,27.73 ,thin ,K1IIICN+1 ,3.12 ,1.146 ,-84.30 ,-55.10 ,-22.70 ,4516.0 ,2.80 ,,,,,,,,
HIP 27629 ,0.08 ,-3.00 ,,,,,,,,,,,,,,,,87.7421251 ,27.9678625 ,4.089 ,103.709 ,55.111 ,117.51 ,thin ,G7III ,5.58 ,0.978 ,-11.40 ,6.40 ,1.70 ,4930.0 ,2.97 ,,11.77 ,,,,,,
HIP 60398 ,0.09 ,,,,,,,,,,,0.02 ,,,,,,185.7506695 ,64.0308232 ,-7.997 ,-0.805 ,16.502 ,18.36 ,thin ,M3 ,11.63 ,1.610 ,-83.40 ,23.60 ,22.20 ,3487.0 ,4.76 ,0.47 ,0.47 ,,,,,,
HIP 60406 ,-0.10 ,-0.44 ,,,,,,,-0.05 ,,,,,,,,,185.7849996 ,25.8513734 ,-78.297 ,-7.932 ,38.131 ,87.45 ,thin ,F7/8V ,9.09 ,0.551 ,-2.40 ,-5.30 ,0.40 ,6064.2 ,4.37 ,1.11 ,1.12 ,,,,,,
HIP 60407 ,0.04 ,,,,,0.36 ,0.11 ,0.34 ,0.11 ,,-0.12 ,-0.03 ,0.06 ,,,0.11 ,-0.12 ,185.7897511 ,-7.2991264 ,-249.239 ,-25.272 ,-32.088 ,252.56 ,N/A ,K0III ,6.95 ,0.980 ,,,,4896.5 ,2.46 ,,13.79 ,,,,,,
HIP 27641 ,0.02 ,,-0.14 ,-0.04 ,-0.05 ,-0.06 ,-0.08 ,-0.08 ,-0.03 ,-0.07 ,0.01 ,,-0.09 ,-0.19 ,-0.03 ,-0.07 ,0.09 ,87.7635852 ,11.4988899 ,2.273 ,58.195 ,11.848 ,59.43 ,thin ,K0IV ,6.94 ,0.828 ,1.90 ,4.40 ,0.60 ,5264.0 ,3.81 ,,2.88 ,,,,,,
HIP 90393 ,-0.45 ,,,-0.28 ,-0.43 ,-0.26 ,-0.38 ,-0.38 ,-0.36 ,-0.08 ,-0.26 ,-0.38 ,-0.34 ,-1.00 ,-0.34 ,-0.50 ,,276.6571914 ,46.0837781 ,5.643 ,-48.350 ,50.556 ,70.18 ,thick ,G1V ,8.31 ,0.619 ,-67.30 ,-116.30 ,88.40 ,5705.8 ,3.98 ,1.03 ,1.46 ,,,,,,
HIP 93185 ,-0.20 ,-1.08 ,-0.20 ,-0.16 ,-0.34 ,-0.16 ,-0.26 ,-0.20 ,-0.17 ,-0.16 ,-0.21 ,-0.21 ,-0.23 ,-0.37 ,-0.19 ,-0.26 ,-0.24 ,284.7125130 ,30.1806429 ,5.258 ,-20.026 ,12.041 ,23.95 ,thin ,G1V ,6.78 ,0.606 ,-39.40 ,-24.30 ,-5.00 ,5840.4 ,4.39 ,1.06 ,0.94 ,,,,,,
HIP 93186 ,-2.35 ,,0.13 ,-0.59 ,-0.15 ,-0.75 ,-0.75 ,-0.69 ,-0.74 ,,-0.80 ,-1.22 ,-1.17 ,-0.40 ,0.13 ,-1.08 ,,284.7139005 ,-51.4656930 ,28.608 ,-108.941 ,-141.427 ,180.80 ,N/A ,G2VI ,9.80 ,0.449 ,,,,6007.7 ,3.69 ,1.09 ,1.78 ,,,,,,
HIP 27654 ,-0.68 ,-3.45 ,-0.33 ,-0.58 ,-0.60 ,-0.44 ,,-0.36 ,-0.50 ,-0.51 ,-0.52 ,-0.70 ,-0.84 ,-0.98 ,-0.42 ,-0.73 ,,87.8303617 ,-20.8790772 ,1.179 ,31.126 ,-11.881 ,33.34 ,thick ,K1IVFe-0.5 ,3.85 ,0.984 ,18.10 ,-144.40 ,-42.10 ,4630.0 ,2.52 ,,10.16 ,,,,,,
HIP 60425 ,-0.01 ,-3.03 ,,,,,,,,,,,,,,,,185.8399486 ,-24.8406688 ,-94.126 ,-9.627 ,-43.801 ,104.26 ,thin ,K1III ,5.66 ,1.153 ,-5.50 ,-7.70 ,-9.90 ,4608.4 ,,,13.83 ,,,,,,
HIP 93195 ,-0.11 ,,-0.04 ,-0.46 ,-0.13 ,-0.05 ,-0.06 ,-0.09 ,-0.10 ,-0.06 ,-0.02 ,0.07 ,-0.11 ,-0.28 ,-0.08 ,-0.13 ,,284.7353774 ,-0.5039883 ,7.986 ,-30.366 ,-0.276 ,31.40 ,thin ,K0V ,8.39 ,0.829 ,36.40 ,-3.00 ,5.50 ,5175.5 ,4.38 ,0.90 ,0.79 ,,,,,,
HIP 93197 ,-0.18 ,-2.97 ,-0.28 ,-0.34 ,-0.08 ,,0.09 ,-0.02 ,-0.10 ,-0.16 ,-0.16 ,-0.24 ,-0.20 ,-0.36 ,-0.12 ,-0.22 ,-0.16 ,284.7474868 ,50.8091422 ,21.998 ,-83.570 ,105.992 ,136.75 ,thin ,G8III ,6.34 ,0.979 ,-7.60 ,-19.30 ,-6.40 ,4839.8 ,,,11.19 ,,,,,,
HIP 93203 ,-0.08 ,-1.53 ,0.10 ,,0.12 ,-0.12 ,0.01 ,-0.04 ,0.06 ,0.59 ,0.08 ,0.02 ,0.06 ,-0.22 ,0.12 ,-0.09 ,-0.03 ,284.7739133 ,13.6222424 ,11.832 ,-44.864 ,11.244 ,47.74 ,thin ,F6IV ,5.27 ,0.573 ,28.20 ,-5.40 ,-15.20 ,6131.7 ,4.00 ,1.16 ,3.40 ,,,,,,
HIP 27673 ,0.03 ,-3.05 ,-0.21 ,-0.03 ,0.21 ,0.14 ,0.22 ,0.28 ,0.10 ,,,-0.06 ,0.10 ,-0.03 ,0.03 ,0.04 ,-0.02 ,87.8723823 ,39.1484992 ,1.900 ,51.129 ,41.652 ,65.97 ,thin ,K1III ,3.95 ,1.132 ,-10.90 ,4.00 ,0.90 ,4624.9 ,2.25 ,,18.30 ,,,,,,
HIP 20997 ,0.07 ,-2.71 ,-0.22 ,-0.07 ,0.27 ,0.17 ,0.21 ,0.22 ,0.17 ,0.04 ,0.04 ,-0.02 ,0.13 ,0.01 ,0.08 ,0.07 ,0.05 ,67.5416822 ,-13.5923709 ,51.916 ,125.595 ,-32.859 ,139.82 ,thin ,K0III ,6.22 ,1.001 ,-13.30 ,-12.40 ,0.70 ,4870.0 ,2.50 ,,11.28 ,,,,,,
2MASS 19201226+4642481 ,0.03 ,,0.04 ,,-0.02 ,0.01 ,-0.10 ,0.01 ,0.06 ,,0.02 ,0.05 ,0.05 ,-0.05 ,,0.05 ,0.11 ,290.0511100 ,46.7133796 ,124.420 ,-340.896 ,385.272 ,529.27 ,N/A ,,,,,,,5356.5 ,4.49 ,0.93 ,0.91 ,b ,None ,None ,None ,None ,
HIP 27688 ,0.23 ,,0.13 ,,0.27 ,0.16 ,0.20 ,0.21 ,0.15 ,,0.25 ,0.22 ,0.24 ,,0.26 ,0.31 ,,87.9328627 ,-30.4658391 ,2.003 ,55.484 ,-32.659 ,64.41 ,thin ,G5IV/V ,8.95 ,0.732 ,22.20 ,-37.50 ,31.00 ,5611.0 ,4.40 ,0.99 ,1.04 ,,,,,,
HIP 60458 ,-0.05 ,-0.60 ,,,,,,,,,,,,,,,,185.9208756 ,26.9799319 ,-77.329 ,-8.020 ,39.578 ,87.24 ,thin ,F6V ,8.35 ,0.448 ,-3.30 ,-5.60 ,-1.60 ,6531.5 ,4.46 ,1.33 ,1.31 ,,,,,,
HIP 60462 ,-0.46 ,,,-0.28 ,-0.59 ,-0.22 ,-0.31 ,-0.38 ,-0.39 ,-0.23 ,-0.27 ,-0.27 ,-0.49 ,-0.59 ,-0.35 ,-0.51 ,-0.29 ,185.9275131 ,-30.7760393 ,-36.019 ,-3.740 ,-21.567 ,42.15 ,thick ,K1V ,9.42 ,0.840 ,-35.90 ,-50.90 ,56.50 ,5051.0 ,4.63 ,0.84 ,0.73 ,,,,,,
HD 176226 ,-0.16 ,,-0.07 ,0.03 ,-0.24 ,-0.04 ,-0.09 ,-0.11 ,-0.11 ,0.06 ,-0.07 ,-0.05 ,-0.21 ,-0.49 ,-0.10 ,-0.15 ,-0.47 ,283.3090172 ,70.4682368 ,33.584 ,-141.971 ,411.254 ,436.36 ,N/A ,,,,,,,4164.0 ,,,33.73 ,,,,,,
2MASS 19134737+4448060 ,0.11 ,,0.03 ,-0.11 ,0.03 ,0.09 ,0.09 ,0.08 ,0.13 ,,0.10 ,0.13 ,0.12 ,0.07 ,,0.15 ,0.08 ,288.4473875 ,44.8017116 ,161.103 ,-482.960 ,505.609 ,717.53 ,N/A ,,,,,,,4967.0 ,4.53 ,0.82 ,0.81 ,b c ,8.25984303 15.9556054 ,None None ,None None ,None None ,
HIP 93237 ,-0.22 ,,-0.21 ,-0.19 ,-0.12 ,-0.06 ,-0.14 ,-0.08 ,0.02 ,0.11 ,-0.05 ,0.04 ,-0.01 ,-0.21 ,-0.06 ,-0.07 ,0.01 ,284.8697358 ,70.6972543 ,22.706 ,-85.518 ,252.624 ,267.67 ,N/A ,K0 ,7.89 ,0.920 ,,,,5206.0 ,,,9.08 ,,,,,,
HIP 27706 ,0.24 ,,0.31 ,0.15 ,0.07 ,0.17 ,0.17 ,0.16 ,0.23 ,,0.20 ,0.18 ,0.21 ,0.14 ,,0.25 ,0.17 ,87.9987347 ,37.8324638 ,1.787 ,51.147 ,39.745 ,64.80 ,thin ,G5 ,7.89 ,0.795 ,-16.80 ,-42.70 ,-13.00 ,5431.0 ,3.88 ,0.95 ,1.85 ,,,,,,
HIP 60475 ,-0.30 ,,,,,,,,,,-0.21 ,,,,,,,185.9731367 ,12.5802537 ,-20.840 ,-2.180 ,4.676 ,21.47 ,thin ,M0.5V ,10.39 ,1.442 ,12.10 ,-13.70 ,2.80 ,3852.0 ,4.64 ,0.60 ,0.62 ,,,,,,
HIP 93244 ,0.18 ,-2.97 ,-0.06 ,0.08 ,0.41 ,0.40 ,0.32 ,0.38 ,0.14 ,0.19 ,0.18 ,0.13 ,0.22 ,0.26 ,0.36 ,0.25 ,0.12 ,284.9056734 ,15.0683002 ,10.346 ,-38.866 ,10.828 ,41.65 ,thin ,K1-IIICN0.5 ,4.02 ,1.082 ,-16.40 ,-47.40 ,-1.20 ,4738.3 ,2.65 ,,10.52 ,,,,,,
HIP 93248 ,-0.22 ,,-0.12 ,,-0.01 ,-0.15 ,0.24 ,-0.01 ,-0.16 ,-0.24 ,-0.03 ,0.02 ,-0.01 ,-0.03 ,0.14 ,-0.07 ,,284.9108602 ,7.9872546 ,7.187 ,-26.991 ,3.919 ,28.20 ,thick ,M2 ,10.86 ,1.365 ,-61.30 ,-52.20 ,-52.40 ,3880.0 ,4.63 ,0.61 ,0.63 ,,,,,,
HIP 60485 ,0.05 ,-2.92 ,-0.48 ,-0.23 ,0.39 ,0.25 ,0.19 ,0.21 ,0.16 ,0.04 ,0.08 ,-0.04 ,0.15 ,-0.10 ,0.08 ,0.05 ,0.20 ,186.0062275 ,51.5622542 ,-70.883 ,-7.458 ,89.805 ,114.65 ,thin ,G7IIIBa0.3 ,4.77 ,0.877 ,7.50 ,4.40 ,-14.50 ,5208.7 ,2.44 ,,16.97 ,,,,,,
HIP 93256 ,-0.24 ,,,-0.16 ,,,,,,,,,,,,,,284.9395180 ,26.2304024 ,23.607 ,-88.475 ,45.119 ,102.08 ,thin ,K2III ,5.27 ,1.228 ,-19.00 ,-6.60 ,-42.20 ,4320.0 ,2.36 ,,17.89 ,,,,,,
HIP 93269 ,-0.19 ,,,0.02 ,,,,,,,,,,,,,,284.9899693 ,64.0538072 ,7.636 ,-28.520 ,60.679 ,67.48 ,thick ,G5 ,9.10 ,0.690 ,62.50 ,-145.20 ,-12.00 ,5584.0 ,4.32 ,0.99 ,0.99 ,,,,,,
HIP 27734 ,-0.08 ,,,,-0.13 ,0.17 ,-0.03 ,0.01 ,-0.07 ,,-0.05 ,,-0.13 ,,,-0.12 ,,88.0743657 ,-86.3935087 ,0.834 ,24.810 ,-393.850 ,394.63 ,N/A ,G8III ,8.57 ,1.116 ,,,,4861.0 ,,,12.87 ,,,,,,
2MASS I ,0.09 ,,,,-0.02 ,-0.03 ,0.01 ,0.12 ,0.10 ,,0.07 ,0.13 ,0.16 ,0.04 ,0.12 ,0.14 ,,130.2929524 ,19.8186122 ,-111.344 ,131.325 ,62.049 ,183.01 ,N/A ,,11.52 ,,,,,5720.0 ,4.49 ,1.01 ,0.91 ,,,,,,
HIP 93281 ,0.33 ,,0.18 ,,0.23 ,0.28 ,0.35 ,0.30 ,0.28 ,,0.38 ,0.36 ,0.32 ,,0.32 ,0.37 ,,285.0034773 ,-69.9442418 ,6.311 ,-23.547 ,-66.776 ,71.09 ,N/A ,G5IV/V ,8.00 ,0.751 ,,,,5635.0 ,4.09 ,1.00 ,1.76 ,b ,1290.0 ,7.8 ,0.54 ,2.4 ,
HIP 93287 ,0.13 ,,,,0.39 ,0.16 ,0.22 ,0.27 ,0.21 ,0.25 ,0.17 ,0.24 ,0.17 ,0.45 ,0.24 ,0.13 ,,285.0148635 ,-66.6536203 ,11.664 ,-43.484 ,-104.306 ,113.61 ,thin ,K0III ,5.99 ,0.977 ,-32.80 ,-10.30 ,-2.20 ,5042.0 ,2.79 ,,9.78 ,,,,,,
HIP 15549 ,-0.27 ,,-0.03 ,-0.24 ,,,,-0.17 ,-0.07 ,,,,,,,,,50.0848387 ,29.0484624 ,103.307 ,123.487 ,89.422 ,184.17 ,thin ,K3IIIaBa0.5 ,4.47 ,1.555 ,6.90 ,-5.80 ,-11.90 ,4078.2 ,1.39 ,,70.39 ,,,,,,
HIP 93297 ,0.23 ,,0.18 ,0.20 ,0.12 ,0.14 ,0.11 ,0.18 ,0.21 ,,0.15 ,0.12 ,0.20 ,0.15 ,,0.24 ,0.25 ,285.0518786 ,61.4233172 ,10.842 ,-40.318 ,76.651 ,87.28 ,thin ,G5 ,8.35 ,0.589 ,-28.30 ,-10.50 ,9.60 ,6212.5 ,4.11 ,1.13 ,1.54 ,,,,,,
2MASS 19063085+5028165 ,0.24 ,,0.08 ,0.44 ,0.17 ,0.15 ,0.02 ,0.21 ,0.24 ,,0.22 ,0.17 ,0.23 ,0.09 ,,0.21 ,0.26 ,286.6285744 ,50.4712810 ,84.842 ,-284.078 ,359.288 ,465.82 ,N/A ,,,,,,,6290.5 ,4.02 ,1.23 ,1.80 ,,,,,,
HIP 27766 ,-0.12 ,-3.28 ,,,-0.01 ,-0.08 ,-0.05 ,-0.07 ,-0.09 ,-0.09 ,-0.11 ,-0.08 ,-0.16 ,-0.29 ,-0.08 ,-0.16 ,,88.1382718 ,-37.6310605 ,2.436 ,74.957 ,-57.820 ,94.70 ,thin ,K1III ,5.63 ,1.046 ,0.20 ,-37.20 ,-5.40 ,4770.0 ,2.45 ,,11.06 ,,,,,,
2MASS 19404641+3932228 ,-0.17 ,,-0.19 ,-0.09 ,-0.26 ,-0.18 ,-0.53 ,-0.20 ,-0.15 ,,-0.11 ,-0.19 ,-0.17 ,-0.48 ,,-0.20 ,-0.14 ,295.1933614 ,39.5396672 ,245.610 ,-522.105 ,476.306 ,748.19 ,N/A ,,,,,,,6176.3 ,4.34 ,1.18 ,1.22 ,b ,14.58649607 ,None ,None ,0.119 ,
2MASS 08405923-2327232 ,-0.03 ,,0.19 ,,0.18 ,0.03 ,0.20 ,0.13 ,0.03 ,0.08 ,0.18 ,0.13 ,-0.01 ,-0.12 ,0.12 ,0.07 ,,130.2466899 ,-23.4562775 ,-9.007 ,10.641 ,-6.049 ,15.20 ,N/A ,,,,,,,3347.0 ,4.80 ,0.42 ,0.43 ,b c ,695.36 7500.0 ,1.853 1.673 ,0.098 0.25 ,1.18 5.78 ,
2MASS 11324609+0214415 ,-0.09 ,,-0.04 ,0.02 ,-0.19 ,-0.06 ,-0.07 ,-0.08 ,-0.02 ,,-0.04 ,-0.06 ,-0.06 ,-0.30 ,,-0.10 ,-0.06 ,173.1920536 ,2.2448855 ,-323.831 ,38.660 ,12.785 ,326.38 ,N/A ,,,,,,,5680.0 ,4.29 ,1.01 ,1.19 ,b ,8.28192 ,None ,None ,None ,
BD+45 02960 ,0.01 ,,-0.08 ,0.07 ,-0.19 ,-0.08 ,-0.13 ,-0.05 ,0.03 ,,0.02 ,,0.02 ,-0.30 ,,-0.12 ,0.06 ,295.8027404 ,45.9880794 ,64.313 ,-133.022 ,152.939 ,212.65 ,N/A ,,9.64 ,,,,,6369.0 ,4.29 ,1.26 ,1.93 ,,,,,,
HIP 27782 ,0.24 ,,0.23 ,0.07 ,,,,,,,,,,,,,,88.1872145 ,-42.7752907 ,1.654 ,52.269 ,-48.384 ,71.25 ,thick ,G8V+F/G: ,8.05 ,0.760 ,5.90 ,-42.50 ,-62.50 ,5408.0 ,3.84 ,0.94 ,1.92 ,,,,,,
HIP 60551 ,-0.72 ,,,-0.26 ,-0.74 ,-0.52 ,-0.66 ,-0.57 ,-0.56 ,-0.63 ,-0.53 ,-0.88 ,-0.83 ,-1.24 ,,-0.77 ,,186.1912052 ,38.3187394 ,-32.528 ,-3.529 ,25.857 ,41.70 ,thin ,G0.V ,8.02 ,0.585 ,-104.80 ,-46.40 ,-17.20 ,5727.3 ,4.37 ,1.02 ,0.98 ,,,,,,
2MASS 19250107+3644370 ,0.01 ,,-0.15 ,-0.29 ,-0.19 ,-0.07 ,-0.08 ,0.02 ,0.04 ,,-0.01 ,0.02 ,-0.04 ,-0.16 ,,-0.04 ,-0.18 ,291.2544648 ,36.7435811 ,49.368 ,-126.920 ,101.669 ,169.95 ,N/A ,,,,,,,4923.6 ,4.67 ,0.81 ,0.69 ,,,,,,
HIP 93324 ,0.16 ,,0.22 ,,,,,,,,,,,,,,,285.1237301 ,-7.3858338 ,22.091 ,-81.737 ,-10.975 ,85.38 ,thin ,F5IV/V ,7.68 ,0.465 ,47.10 ,-21.20 ,-15.90 ,6489.0 ,4.07 ,1.32 ,1.77 ,,,,,,
HIP 60559 ,-0.22 ,,-0.28 ,,-0.08 ,-0.48 ,-0.28 ,-0.22 ,-0.11 ,-0.49 ,0.03 ,-0.15 ,-0.26 ,-0.67 ,-0.26 ,-0.36 ,,186.2187611 ,-18.2422923 ,-8.373 ,-0.912 ,-2.776 ,8.87 ,thick ,M3.5 ,11.28 ,1.574 ,94.60 ,-66.00 ,-28.30 ,3510.0 ,4.94 ,0.26 ,0.29 ,,,,,,
HIP 27793 ,0.22 ,,0.12 ,-0.07 ,,,,,,,,,,,,,,88.2235048 ,39.1939953 ,1.333 ,42.986 ,35.068 ,55.49 ,thin ,G0 ,8.79 ,0.767 ,-11.90 ,-29.50 ,-0.30 ,5604.0 ,4.46 ,0.99 ,0.97 ,,,,,,
HIP 27795 ,-0.16 ,-2.38 ,,,,,,,,,,,,,,,,88.2312247 ,68.4715437 ,1.767 ,57.227 ,145.138 ,156.02 ,thin ,G9III ,6.22 ,0.955 ,-19.30 ,-21.00 ,-9.10 ,4910.0 ,2.00 ,,11.97 ,,,,,,
HIP 27799 ,0.29 ,,,0.18 ,,,,0.24 ,,,,,,,,,,88.2421507 ,3.0480131 ,2.140 ,69.725 ,3.714 ,69.86 ,thin ,G3V ,8.33 ,0.655 ,-28.70 ,-51.40 ,-14.20 ,6146.5 ,4.32 ,1.15 ,1.23 ,,,,,,
HIP 93340 ,0.04 ,-2.81 ,,,,0.26 ,,0.18 ,,,,,,,,,,285.1810657 ,55.6582999 ,24.763 ,-91.262 ,138.406 ,167.62 ,thin ,G6IIbFe-0.5 ,5.52 ,0.862 ,8.40 ,4.60 ,8.70 ,5100.0 ,2.35 ,,15.24 ,,,,,,
HIP 93341 ,-0.81 ,,-0.67 ,-0.38 ,-0.80 ,-0.49 ,,-0.57 ,-0.56 ,-0.72 ,-0.46 ,,-0.80 ,-1.08 ,,-0.82 ,,285.1805584 ,19.0745603 ,16.894 ,-62.263 ,22.308 ,68.26 ,thick ,G8 ,10.08 ,0.703 ,152.90 ,-125.00 ,-10.50 ,5439.5 ,4.62 ,0.94 ,0.71 ,,,,,,
HIP 60574 ,-0.40 ,,,-0.06 ,-0.46 ,-0.07 ,-0.28 ,-0.31 ,-0.25 ,-0.15 ,-0.13 ,,-0.41 ,,-0.22 ,-0.42 ,-0.42 ,186.2456003 ,-4.2256512 ,-48.117 ,-5.266 ,-3.576 ,48.54 ,thin ,G5V ,8.10 ,0.664 ,7.40 ,-78.30 ,23.80 ,5627.3 ,4.35 ,0.99 ,1.16 ,,,,,,
HD 188124 ,-0.15 ,,,-0.04 ,,-0.04 ,-0.11 ,,-0.13 ,,-0.08 ,,,,,,,298.3222390 ,8.3977890 ,172.605 ,-320.265 ,53.709 ,367.76 ,N/A ,,8.87 ,,,,,4691.0 ,2.75 ,,11.15 ,,,,,,
HIP 93350 ,0.02 ,,,,-0.19 ,-0.11 ,-0.25 ,-0.09 ,-0.07 ,0.19 ,-0.11 ,-0.02 ,-0.03 ,-0.13 ,-0.03 ,-0.03 ,0.25 ,285.2089921 ,42.2525370 ,6.706 ,-24.666 ,23.220 ,34.53 ,thin ,F8 ,6.81 ,0.534 ,19.30 ,-13.60 ,-9.40 ,6179.5 ,4.36 ,1.18 ,1.19 ,,,,,,
HIP 60585 ,0.30 ,,0.45 ,,0.12 ,0.16 ,0.13 ,0.28 ,0.06 ,0.04 ,-0.07 ,-0.25 ,-0.02 ,-0.03 ,0.08 ,0.10 ,,186.2683560 ,22.9284971 ,-66.955 ,-7.355 ,28.493 ,73.14 ,thin ,G5 ,8.59 ,1.100 ,17.70 ,-17.60 ,-20.30 ,5495.7 ,3.55 ,0.91 ,1.58 ,,,,,,
HIP 93354 ,0.02 ,-3.10 ,-0.21 ,-0.13 ,0.24 ,0.16 ,0.26 ,0.25 ,0.19 ,0.10 ,0.07 ,0.01 ,0.16 ,0.03 ,0.07 ,0.09 ,0.21 ,285.2300073 ,33.8021552 ,25.760 ,-94.618 ,65.652 ,118.01 ,thin ,K0III: ,6.04 ,0.983 ,-13.90 ,-23.60 ,-8.70 ,5069.4 ,,,9.68 ,,,,,,
HIP 60588 ,-0.29 ,-1.35 ,-0.03 ,-0.12 ,-0.37 ,-0.35 ,-0.43 ,-0.23 ,-0.31 ,,-0.42 ,-0.50 ,,-0.62 ,-0.35 ,-0.39 ,,186.2713971 ,60.6973560 ,-19.580 ,-2.152 ,35.097 ,40.25 ,thin ,G0pec ,7.40 ,0.569 ,42.10 ,-7.60 ,-36.80 ,5825.6 ,4.22 ,1.06 ,1.20 ,,,,,,
HIP 60589 ,-0.46 ,-3.28 ,,,,,,,,,,,,,,,,186.2765051 ,63.8027789 ,-70.576 ,-7.762 ,144.311 ,160.83 ,thin ,G8III ,6.31 ,0.919 ,-11.10 ,-6.20 ,-4.30 ,5100.0 ,,,11.43 ,,,,,,
HIP 60591 ,0.59 ,,0.56 ,0.48 ,1.05 ,0.58 ,0.60 ,0.61 ,0.53 ,0.65 ,0.60 ,0.62 ,0.53 ,0.58 ,0.66 ,0.65 ,,186.2854908 ,-42.5143122 ,-38.504 ,-4.241 ,-35.514 ,52.55 ,thin ,G5III ,6.11 ,0.652 ,-13.20 ,-47.40 ,3.00 ,6259.5 ,4.11 ,1.17 ,2.56 ,,,,,,
2MASS 19461484+4059436 ,0.02 ,,-0.12 ,-0.07 ,-0.20 ,-0.05 ,-0.12 ,-0.11 ,0.02 ,,-0.02 ,-0.04 ,-0.01 ,-0.12 ,,,0.10 ,296.5618576 ,40.9954773 ,106.862 ,-213.755 ,207.708 ,316.63 ,N/A ,,10.87 ,,,,,5255.0 ,3.67 ,,2.75 ,,,,,,
2MASS 19172193+4659176 ,0.10 ,,0.09 ,0.02 ,-0.03 ,0.11 ,-0.04 ,0.08 ,0.12 ,,0.06 ,0.05 ,0.11 ,,,0.13 ,0.17 ,289.3414461 ,46.9882318 ,195.590 ,-557.226 ,633.033 ,865.73 ,N/A ,,,,,,,5995.0 ,4.33 ,1.10 ,1.18 ,b c ,134.4786723 284.060953 ,None None ,None None ,0.5187 0.8539 ,
HIP 93373 ,-0.58 ,,-0.45 ,-0.27 ,-0.49 ,-0.27 ,-0.28 ,-0.40 ,-0.35 ,-0.31 ,-0.24 ,-0.38 ,-0.51 ,-0.81 ,-0.40 ,-0.54 ,-0.46 ,285.2728702 ,-66.1926784 ,4.288 ,-15.705 ,-36.899 ,40.33 ,thin ,G6V ,8.61 ,0.699 ,-126.00 ,-15.10 ,2.10 ,5456.5 ,4.51 ,0.94 ,0.84 ,b ,29.01 ,0.02825 ,0.11 ,None ,
HIP 93375 ,0.15 ,,,,0.34 ,0.10 ,0.12 ,0.18 ,0.28 ,,0.25 ,0.29 ,0.21 ,0.09 ,0.58 ,0.13 ,0.20 ,285.2751795 ,-28.7140062 ,15.105 ,-55.309 ,-31.408 ,65.37 ,thin ,G1V ,8.47 ,0.571 ,-5.20 ,-23.90 ,-10.20 ,6116.5 ,4.44 ,1.15 ,1.07 ,,,,,,
HIP 93377 ,-0.03 ,,-0.05 ,-0.06 ,-0.15 ,0.02 ,-0.05 ,-0.04 ,-0.05 ,0.06 ,-0.04 ,-0.08 ,-0.06 ,-0.16 ,0.03 ,-0.04 ,-0.10 ,285.2765086 ,15.6837257 ,9.252 ,-33.875 ,9.860 ,36.47 ,thin ,G5:V ,7.86 ,0.705 ,38.20 ,1.50 ,54.50 ,5572.8 ,4.38 ,0.99 ,0.98 ,,,,,,
